image_id,district,h3_cell,creator_username,creator_id,image_url,license
1226949727918531,al_souq_al_kabeer,8a43acd98357fff,countzero5,104723918435539,https://www.mapillary.com/app/?pKey=1226949727918531,CC BY-SA 4.0
1916602598761963,al_karama,8a43acd9b017fff,countzero5,104723918435539,https://www.mapillary.com/app/?pKey=1916602598761963,CC BY-SA 4.0
1318765350007824,al_karama,8a43acd9ba87fff,mapfool,106609934906640,https://www.mapillary.com/app/?pKey=1318765350007824,CC BY-SA 4.0
1158855295555418,downtown,8a43a1368657fff,filipb,105705978529028,https://www.mapillary.com/app/?pKey=1158855295555418,CC BY-SA 4.0
1424992591689193,city_walk,8a43a1368c5ffff,countzero5,104723918435539,https://www.mapillary.com/app/?pKey=1424992591689193,CC BY-SA 4.0
731548995225466,city_walk,8a43a1368d77fff,saim786,1088011789301155,https://www.mapillary.com/app/?pKey=731548995225466,CC BY-SA 4.0
1229625867963050,al_souq_al_kabeer,8a43acd98257fff,countzero5,104723918435539,https://www.mapillary.com/app/?pKey=1229625867963050,CC BY-SA 4.0
913355553762996,downtown,8a43a1368687fff,mapfool,106609934906640,https://www.mapillary.com/app/?pKey=913355553762996,CC BY-SA 4.0
251941810930156,downtown,8a43a136abaffff,mapfool,106609934906640,https://www.mapillary.com/app/?pKey=251941810930156,CC BY-SA 4.0
1451858079027150,al_karama,8a43acd9b0a7fff,countzero5,104723918435539,https://www.mapillary.com/app/?pKey=1451858079027150,CC BY-SA 4.0
1231354758902356,al_souq_al_kabeer,8a43acd9944ffff,mapfool,106609934906640,https://www.mapillary.com/app/?pKey=1231354758902356,CC BY-SA 4.0
2264323437105735,downtown,8a43a1368717fff,mapfool,106609934906640,https://www.mapillary.com/app/?pKey=2264323437105735,CC BY-SA 4.0
1423100241622499,downtown,8a43a13684f7fff,mapfool,106609934906640,https://www.mapillary.com/app/?pKey=1423100241622499,CC BY-SA 4.0
1695307194606255,al_souq_al_kabeer,8a43acd99c87fff,countzero5,104723918435539,https://www.mapillary.com/app/?pKey=1695307194606255,CC BY-SA 4.0
1219947578915513,downtown,8a43a136bc6ffff,countzero5,104723918435539,https://www.mapillary.com/app/?pKey=1219947578915513,CC BY-SA 4.0
1094365561933190,downtown,8a43a136aab7fff,mapfool,106609934906640,https://www.mapillary.com/app/?pKey=1094365561933190,CC BY-SA 4.0
1053250572007487,al_souq_al_kabeer,8a43acd9834ffff,countzero5,104723918435539,https://www.mapillary.com/app/?pKey=1053250572007487,CC BY-SA 4.0
1104090864367505,downtown,8a43a13686d7fff,km2bp,102747881969125,https://www.mapillary.com/app/?pKey=1104090864367505,CC BY-SA 4.0
1207488747356593,al_souq_al_kabeer,8a43acd98247fff,countzero5,104723918435539,https://www.mapillary.com/app/?pKey=1207488747356593,CC BY-SA 4.0
1629988984956927,al_souq_al_kabeer,8a43acd9952ffff,mapfool,106609934906640,https://www.mapillary.com/app/?pKey=1629988984956927,CC BY-SA 4.0
1216543413340111,city_walk,8a43a1368137fff,countzero5,104723918435539,https://www.mapillary.com/app/?pKey=1216543413340111,CC BY-SA 4.0
1174704410222077,al_karama,8a43acd9b047fff,countzero5,104723918435539,https://www.mapillary.com/app/?pKey=1174704410222077,CC BY-SA 4.0
430980125836154,downtown,8a43a13686dffff,km2bp,102747881969125,https://www.mapillary.com/app/?pKey=430980125836154,CC BY-SA 4.0
3677092809241499,al_souq_al_kabeer,8a43acd99557fff,filipb,105705978529028,https://www.mapillary.com/app/?pKey=3677092809241499,CC BY-SA 4.0
1260852724482038,al_souq_al_kabeer,8a43acd9835ffff,countzero5,104723918435539,https://www.mapillary.com/app/?pKey=1260852724482038,CC BY-SA 4.0
2167025053481245,al_souq_al_kabeer,8a43acd99567fff,km2bp,102747881969125,https://www.mapillary.com/app/?pKey=2167025053481245,CC BY-SA 4.0
606343234100802,al_souq_al_kabeer,8a43acd99527fff,countzero5,104723918435539,https://www.mapillary.com/app/?pKey=606343234100802,CC BY-SA 4.0
1189775440019362,al_souq_al_kabeer,8a43acd9955ffff,mapfool,106609934906640,https://www.mapillary.com/app/?pKey=1189775440019362,CC BY-SA 4.0
1086586579233838,city_walk,8a43a1368c1ffff,countzero5,104723918435539,https://www.mapillary.com/app/?pKey=1086586579233838,CC BY-SA 4.0
570519828622271,city_walk,8a43a1368c27fff,saim786,1088011789301155,https://www.mapillary.com/app/?pKey=570519828622271,CC BY-SA 4.0
1915878869014001,al_karama,8a43acd9b797fff,mapfool,106609934906640,https://www.mapillary.com/app/?pKey=1915878869014001,CC BY-SA 4.0
1329882292240195,al_karama,8a43acd9b547fff,inouemak,916841867669093,https://www.mapillary.com/app/?pKey=1329882292240195,CC BY-SA 4.0
1198752714836064,al_souq_al_kabeer,8a43acd98267fff,countzero5,104723918435539,https://www.mapillary.com/app/?pKey=1198752714836064,CC BY-SA 4.0
770472184050433,al_souq_al_kabeer,8a43acd98277fff,countzero5,104723918435539,https://www.mapillary.com/app/?pKey=770472184050433,CC BY-SA 4.0
952448252393244,downtown,8a43a13686affff,mapfool,106609934906640,https://www.mapillary.com/app/?pKey=952448252393244,CC BY-SA 4.0
929848188372526,al_souq_al_kabeer,8a43acd9945ffff,mapfool,106609934906640,https://www.mapillary.com/app/?pKey=929848188372526,CC BY-SA 4.0
1145116973740658,city_walk,8a43a13688d7fff,countzero5,104723918435539,https://www.mapillary.com/app/?pKey=1145116973740658,CC BY-SA 4.0
409873335275609,city_walk,8a43a1368d6ffff,mapfool,106609934906640,https://www.mapillary.com/app/?pKey=409873335275609,CC BY-SA 4.0
1336985613574518,downtown,8a43a13687a7fff,mapfool,106609934906640,https://www.mapillary.com/app/?pKey=1336985613574518,CC BY-SA 4.0
1134687383870551,al_souq_al_kabeer,8a43acd99737fff,mapfool,106609934906640,https://www.mapillary.com/app/?pKey=1134687383870551,CC BY-SA 4.0
1135498053832328,al_souq_al_kabeer,8a43acd99727fff,km2bp,102747881969125,https://www.mapillary.com/app/?pKey=1135498053832328,CC BY-SA 4.0
587254789379789,downtown,8a43a13686f7fff,mapfool,106609934906640,https://www.mapillary.com/app/?pKey=587254789379789,CC BY-SA 4.0
2082196722536482,al_karama,8a43acd9b48ffff,inouemak,916841867669093,https://www.mapillary.com/app/?pKey=2082196722536482,CC BY-SA 4.0
1424319839073577,al_karama,8a43acd9b55ffff,inouemak,916841867669093,https://www.mapillary.com/app/?pKey=1424319839073577,CC BY-SA 4.0
1407120476903665,city_walk,8a43a1368c6ffff,saim786,1088011789301155,https://www.mapillary.com/app/?pKey=1407120476903665,CC BY-SA 4.0
1228824281051223,downtown,8a43a136bd07fff,km2bp,102747881969125,https://www.mapillary.com/app/?pKey=1228824281051223,CC BY-SA 4.0
1048247939227521,al_karama,8a43accb5927fff,mapfool,106609934906640,https://www.mapillary.com/app/?pKey=1048247939227521,CC BY-SA 4.0
1488032671801595,al_karama,8a43acd9b45ffff,mapfool,106609934906640,https://www.mapillary.com/app/?pKey=1488032671801595,CC BY-SA 4.0
1358569458150217,city_walk,8a43a1368c6ffff,mapfool,106609934906640,https://www.mapillary.com/app/?pKey=1358569458150217,CC BY-SA 4.0
584906479679711,al_souq_al_kabeer,8a43acd99ca7fff,countzero5,104723918435539,https://www.mapillary.com/app/?pKey=584906479679711,CC BY-SA 4.0
1238574944097041,city_walk,8a43a13688a7fff,mapfool,106609934906640,https://www.mapillary.com/app/?pKey=1238574944097041,CC BY-SA 4.0
